abuse_01,abuse_02,abuse_03,abuse_04,abuse_05,address,changed_01,changed_02,changed_03,cidr_01,cidr_02,city_01,city_02,comments_01,comments_02,comments_03,comments_04,comments_05,comments_06,comments_07,comments_08,comments_09,comments_10,country_01,country_02,created_at,descr_01,descr_02,descr_03,descr_04,descr_05,descr_06,descr_07,descr_08,descr_09,descr_10,email_01,email_02,email_03,email_04,email_05,email_06,email_07,email_08,email_09,email_10,fax_01,fax_02,fax_03,hostmax_01,hostmax_02,hostmax_03,hostmax_04,hostmax_05,hostmax_06,hostmax_07,hostmax_08,hostmax_09,hostmax_10,hostmin_01,hostmin_02,hostmin_03,hostmin_04,hostmin_05,hostmin_06,hostmin_07,hostmin_08,hostmin_09,hostmin_10,inetnum_01,inetnum_02,inetnum_03,inetnum_04,inetnum_05,inetnum_06,inetnum_07,inetnum_08,inetnum_09,inetnum_10,info,mnt_01,mnt_02,mnt_03,mnt_04,mnt_05,mnt_06,name,netcount_01,netcount_02,netcount_03,netcount_04,netcount_05,netcount_06,netcount_07,netcount_08,netcount_09,netcount_10,netmask_01,netmask_02,netmask_03,netmask_04,netmask_05,netmask_06,netmask_07,netmask_08,netmask_09,netmask_10,netname_01,netname_02,nichdl_01,nichdl_02,nichdl_03,nichdl_04,nichdl_05,notes,nserver_01,nserver_02,nserver_03,nslastaa_01,nslastaa_02,organization_01,organization_02,organization_03,organization_04,organization_05,orgname_01,orgname_02,orgname_03,orgname_04,orgname_05,originas_01,originas_02,originas_03,originas_04,originas_05,originas_06,originas_07,originas_08,originas_09,originas_10,other_01,other_02,other_03,other_04,other_05,other_06,other_07,other_08,other_09,other_10,parent_01,parent_02,parent_03,person_01,person_02,person_03,phone_01,phone_02,phone_03,postalcode_01,postalcode_02,ref_01,ref_02,ref_03,ref_04,ref_05,ref_06,ref_07,ref_08,ref_09,ref_10,regdate_01,regdate_02,remarks_01,remarks_02,remarks_03,remarks_04,remarks_05,remarks_06,remarks_07,remarks_08,remarks_09,remarks_10,route_01,route_02,rwhois_01,rwhois_02,rwhois_03,rwhois_04,rwhois_05,source,state_01,state_02,updated_01,updated_02,updated_03,updated_at,w_address_01,w_address_02,w_address_03,w_address_04,w_address_05,w_address_06,w_address_07,w_address_08,w_address_09,w_address_10
NULL,NULL,NULL,NULL,NULL,111.10.0.0,hm-changed@apnic.net 20090506,hostmaster@chinamobile.com 20141118,hostmaster@chinamobile.com 20120215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,China Mobile Communications Corporation,Mobile Communications Network Operator in China,Internet Service Provider in China,China Mobile communications corporation,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,hostmaster@chinamobile.com,abuse@chinamobile.com,security@chinamobile.com,NULL,NULL,NULL,NULL,NULL,NULL,+86 10 52616187,+86-10-66006012,NULL,111.63.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.0.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.0.0.0/10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CN-CMCC,NULL,NULL,NULL,NULL,NULL,4194302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.192.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMNET,NULL,HL1318-AP,JS686-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS9808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JS686-AP,HL1318-AP,ALLOCATED PORTABLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,haijun li,Jinxia Sun,NULL,+86 1052686688,+86-10-52686688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,service provider,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,Please send abuse e-mail to,abuse@chinamobile.com,Please send probe e-mail to,security@chinamobile.com,NULL,111.0.0.0/10,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,29 Jinrong Ave  Xicheng district beijing 100032,China Mobile Communications Corporation,29  Jinrong Ave.  Xicheng District  Beijing  100032,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ipaddr@ywb.online.tj.cn,NULL,NULL,NULL,NULL,111.161.0.0,ipaddr@ywb.online.tj.cn 20091203,ipaddr@ywb.online.tj.cn 20100120,tj-ipaddr3@chinaunicom.cn  20120713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,Shijifeitian Co.  Ltd.,China Unicom Tianjin Province Network,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ipaddr@ywb.online.tj.cn,tj-ipaddr3@chinaunicom.cn,abuse@cnc-noc.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+86-22-24454499,NULL,NULL,111.161.3.254,111.167.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.161.0.1,111.160.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.161.0.0/22,111.160.0.0/13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MAINT-CNCGROUP-TJ,IRT-CNCGROUP-TJ,MAINT-CNCGROUP-RR,NULL,NULL,NULL,NULL,1022,524286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.252.0,255.248.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SHIJIFEITIAN-LTD,NULL,HZ19-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS4837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HZ19-AP,ASSIGNED NON-PORTABLE,IRT-CNCGROUP-TJ,ipaddr@ywb.online.tj.cn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,huang zheng,NULL,NULL,+86-22-24459190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.160.0.0/13,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,76 NO  ShiZiLin Street  HeBei district of Tianjin China,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
zhouxm@chinaunicom.cn,NULL,NULL,NULL,NULL,111.161.126.0,hm-changed@apnic.net 20090514,zhouxm@chinaunicom.cn 20101110,hm-changed@apnic.net 20101116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,China Unicom Tianjin province network,China Unicom,China Unicom Tianjin Province Network,NULL,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,zhouxm@chinaunicom.cn,abuse@cnc-noc.net,tj-ipaddr3@chinaunicom.cn,NULL,NULL,NULL,NULL,NULL,NULL,+86-10-82993102,+86-22-24454499,NULL,111.167.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.160.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.160.0.0/13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CNCGROUP-TJ,MAINT-CNCGROUP-RR,IRT-CU-CN,MAINT-CNCGROUP,NULL,NULL,524286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.248.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UNICOM-TJ,NULL,CH455-AP,HZ19-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS4837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CH455-AP,HZ19-AP,ALLOCATED PORTABLE,IRT-CU-CN,CH1302-AP,CNCGroup Hostmaster,CH444-AP,NULL,NULL,NULL,NULL,NULL,NULL,huang zheng,NULL,NULL,+86-10-82993155,+86-22-24459190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,NULL,NULL,NULL,NULL,NULL,NULL,111.160.0.0/13,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,No.21 Jin-Rong Street,Beijing 100140,P.R.China,No.156 Fu-Xing-Men-Nei Street ,Beijing 100031 P.R.China,76 NO  ShiZiLin Street  HeBei district of Tianjin China,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,112.117.210.0,hm-changed@apnic.net 20090121,dingsy@cndata.com 20070416,zhengzm@gsta.com 20140227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,CHINANET YUNNAN PROVINCE NETWORK,China Telecom,No.31 jingrong street,Beijing 100032,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,anti-spam@ns.chinanet.cn.net,dingsy@cndata.com,zhengzm@gsta.com,ynipm@126.com,NULL,NULL,NULL,NULL,NULL,+86-10-58501724,+86-871-8221536,NULL,112.117.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.116.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.116.0.0/15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CHINANET-YN,MAINT-CHINANET,NULL,NULL,NULL,NULL,131070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.254.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CHINANET-YN,NULL,CH93-AP,ZL48-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CH93-AP,ZL48-AP,ALLOCATED PORTABLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chinanet Hostmaster,zhiyong liu,NULL,+86-10-58501724,+86-871-8223073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,service provider,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,No.31  jingrong street beijing,100032,136 beijin roadkunmingchina,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,112.45.101.0,hm-changed@apnic.net 20081215,hostmaster@chinamobile.com 20141118,hostmaster@chinamobile.com 20071010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,China Mobile Communications Corporation,Mobile Communications Network Operator in China,Internet Service Provider in China,China Mobile communications corporation,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,hostmaster@chinamobile.com,lihaijun@chinamobile.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+86 10 52616187,NULL,NULL,112.63.255.254,112.47.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.0.0.1,112.40.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112.0.0.0/10,112.40.0.0/13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CN-CMCC,NULL,NULL,NULL,NULL,NULL,4194302,524286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.192.0.0,255.248.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMNET,NULL,HL1318-AP,lcj-ap,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS9808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,lcj-AP,HL1318-AP,ALLOCATED PORTABLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,haijun li,li changjun,NULL,+86 1052686688,+86 52686688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,service provider,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,NULL,NULL,NULL,NULL,NULL,112.40.0.0/13,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,29 Jinrong Ave  Xicheng district beijing 100032,29 jinrong ave. xicheng district  beijing China,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,114.80.190.128,hm-changed@apnic.net 20080514,ip-admin@mail.online.sh.cn 20050403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,CHINANET SHANGHAI PROVINCE NETWORK,China Telecom,No.31 jingrong street,Beijing 100032,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,wengwq@online.sh.cn,ip-admin@mail.online.sh.cn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+86-21-50623458,NULL,NULL,114.95.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.80.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.80.0.0/12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CHINANET,MAINT-CHINANET-SH,NULL,NULL,NULL,NULL,1048574,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.240.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CHINANET-SH,NULL,WWQ4-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,WWQ4-AP,ALLOCATED PORTABLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Weng Wen Qian,NULL,NULL,+86-21-68405784,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,service provider,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,Room 2405 357 Songlin Road Shanghai 200122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
idc@sh.chinamobile.com,NULL,NULL,NULL,NULL,117.135.161.0,zhangyinan@sh.chinamobile.com 20130802,idc@sh.chinamobile.com 20130801,lihaiy@sh.chinamobile.com 20091009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,China Mobile Communications Corporation - shanghai company,China Mobile communications corporation,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,zhangyinan@sh.chinamobile.com,idc@sh.chinamobile.com,lihaiy@sh.chinamobile.com,hostmaster@chinamobile.com,NULL,NULL,NULL,NULL,NULL,NULL,+86 21 62776876,+86-021-62776876,NULL,117.135.127.254,117.135.191.254,117.191.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.135.0.1,117.135.128.1,117.128.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.135.0.0/17,117.135.128.0/18,117.128.0.0/10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MAINT-CN-CMCC-shanghai,IRT-CMCC-SHANGHAI,MAINT-CN-CMCC-SHANGHAI,MAINT-CN-CMCC,NULL,NULL,NULL,32766,16382,4194302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.128.0,255.255.192.0,255.192.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMNET-shanghai,NULL,HL888-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS9808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HL888-AP,ASSIGNED NON-PORTABLE,IRT-CMCC-SHANGHAI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,haiyan li,NULL,NULL,+86 13800210021,+86-021-32069999-1323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.128.0.0/10,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,200 changshou Road Shanghai,Rm.1306 No.200 Chang Shou Road Shanghai 200060 China,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,117.160.0.0,hm-changed@apnic.net 20070717,hostmaster@chinamobile.com 20141118,lihaijun@chinamobile.com 20080407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,China Mobile Communications Corporation,Mobile Communications Network Operator in China,Internet Service Provider in China,China Mobile communications corporation,NULL,NULL,NULL,NULL,NULL,NULL,hm-changed@apnic.net,hostmaster@chinamobile.com,abuse@chinamobile.com,security@chinamobile.com,lihaijun@chinamobile.com,NULL,NULL,NULL,NULL,NULL,+86 10 52616187,+86-10-66006012,NULL,117.191.255.254,117.167.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.128.0.1,117.160.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.128.0.0/10,117.160.0.0/13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CN-CMCC,NULL,NULL,NULL,NULL,NULL,4194302,524286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.192.0.0,255.248.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CMNET,NULL,HL1318-AP,JS686-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS9808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JS686-AP,HL1318-AP,ALLOCATED PORTABLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,haijun li,Jinxia Sun,NULL,+86 1052686688,+86-10-52686688,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,service provider,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,Please send abuse e-mail to,abuse@chinamobile.com,Please send probe e-mail to,security@chinamobile.com,NULL,117.160.0.0/13,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,29 Jinrong Ave  Xicheng district beijing 100032,China Mobile Communications Corporation,29  Jinrong Ave.  Xicheng District  Beijing  100032,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,117.18.73.0,hostmaster@gigahost.com.hk 20070504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HK,NULL,2015-07-07 20:22:06 UTC,Gigahost Limited,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,hostmaster@gigahost.com.hk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+852-28020038,NULL,NULL,117.18.73.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.18.73.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.18.73.0/24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MAINT-HK-GIGAHOST,MAINT-HK-SUNNYVISION,NULL,NULL,NULL,NULL,NULL,254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GIGAHOST,NULL,HN161-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HN161-AP,ALLOCATED NON-PORTABLE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hostmaster NOC,NULL,NULL,+852-28029888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,Room 3302  33/F ,Cable TV Tower ,9 Hoi Shing Road  Tsuen Wan  N.T.  Hong Kong,Hong Kong,NULL,NULL,NULL,NULL,NULL,NULL
abuse@bsnl.in,NULL,NULL,NULL,NULL,117.192.0.0,hostmaster@bsnl.in 20141128,abuse@bsnl.in 20101111,hm-changed@apnic.net 20101112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,IN,NULL,2015-07-07 20:22:06 UTC,Broadband Multiplay Project  O/o DGM BB  NOC BSNL Bangalore,BSNL Internet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,hostmaster@bsnl.in,abuse@bsnl.in,hm-changed@apnic.net,hostmaster@sancharnet.in,dnwplg@sancharnet.in,dnwplg@bsnl.in,dnw_jtotech@bsnl.in,NULL,NULL,NULL,+91-120-2404241,+91-080-25800022,NULL,117.199.255.254,117.201.255.254,117.192.15.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.192.0.1,117.200.0.1,117.192.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.192.0.0/13,117.200.0.0/15,117.192.0.0/20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MAINT-IN-DOT,IRT-BSNL-IN,MAINT-IN-PER-DOT,MAINT-IN-AS9829,NULL,NULL,NULL,524286,131070,4094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.248.0.0,255.254.0.0,255.255.240.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BB-Multiplay,NULL,BH155-AP,DB374-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS9829,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BH155-AP,DB374-AP,ASSIGNED NON-PORTABLE,IRT-BSNL-IN,NC83-AP,CGMD1-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BSNL Hostmaster,DGM Broadband,NULL,+91-120-2404243,+91-080-25805800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117.192.0.0/20,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,Internet Cell,Bharat Sanchar Nigam Limited,8th Floor 148-B Statesman House,Barakhamba Road  New Delhi - 110 001,Broadband Networks,2nd Floor  Telephone Exchange  Sector 62,Noida,BSNL NOC Bangalore,NULL,NULL
NULL,NULL,NULL,NULL,NULL,119.97.151.128,hm-changed@apnic.net 20080131,zhangyl68@public.wh.hb.cn 20031114,hm-changed@apnic.net 20111114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CN,NULL,2015-07-07 20:22:06 UTC,CHINANET Hubei province network,Data Communication Division,China Telecom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,hbadd@189.cn,hm-changed@apnic.net,zhangyl68@public.wh.hb.cn,zhengzm@gsta.com,anti-spam@ns.chinanet.cn.net,dingsy@cndata.com,NULL,NULL,NULL,NULL,+86 27 82861499,+86-10-58501724,NULL,119.103.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.96.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119.96.0.0/13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC-HM,MAINT-CHINANET,MAINT-CHINANET-HB,MAINT-CN-CHINANET-HB,NULL,NULL,NULL,524286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.248.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CHINANET-HB,NULL,CHA1-AP,CH93-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CH93-AP,CHA1-AP,ALLOCATED PORTABLE,CHINANET HB ADMIN,YZ83-AP,ZC77-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Chinanet Hostmaster,NULL,NULL,+86 27 82862199,+86-10-58501724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,service provider,This object can only be updated by APNIC hostmasters.,To update this object  please contact APNIC,hostmasters and include your organisation s account,name in the subject line.,send spam reports to hbadd@189.cn,and abuse reports to hbadd@189.cn,Please include detailed information and,times in GMT+8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,8th floor of JinGuang Building,#232 of Macao Road,HanKou Wuhan Hubei Province,P.R.China,No.31  jingrong street beijing,100032,NULL,NULL,NULL,NULL
